MIC,Name
XBXO,NASDAQ OMX BX OPTIONS
XCBF,CBOE FUTURES EXCHANGE
XCBO,CBOE GLOBAL MARKETS INC.
XCBT,CHICAGO BOARD OF TRADE
XCEC,COMMODITIES EXCHANGE CENTER
XCFF,CANTOR FINANCIAL FUTURES EXCHANGE
XCHI,"NYSE CHICAGO, INC."
XCIS,"NYSE NATIONAL, INC."
XCME,CHICAGO MERCANTILE EXCHANGE
XCUR,CURRENEX
XELX,ELX
XFCI,FINANCIALCONTENT - INDEXES
XFDA,FINANCIALCONTENT - DIGITAL ASSET TRADE REPORTING FACILITY
XGMX,GLOBALCLEAR MERCANTILE EXCHANGE
XIMM,INTERNATIONAL MONETARY MARKET
XINS,INSTINET
XIOM,INDEX AND OPTIONS MARKET
XISA,"INTERNATIONAL SECURITIES EXCHANGE, LLC -  ALTERNATIVE MARKETS"
XISE,"INTERNATIONAL SECURITIES EXCHANGE, LLC - EQUITIES"
XISX,"INTERNATIONAL SECURITIES EXCHANGE, LLC"
XKBT,KANSAS CITY BOARD OF TRADE
XMER,MERCHANTS' EXCHANGE
XMGE,MINNEAPOLIS GRAIN EXCHANGE
XMIO,MIAMI INTERNATIONAL SECURITIES EXCHANGE
XNAS,NASDAQ - ALL MARKETS
XNCM,NASDAQ CAPITAL MARKET
XNDQ,NASDAQ OPTIONS MARKET
XNFI,NASDAQ FIXED INCOME TRADING
XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET)
XNIM,NASDAQ INTERMARKET
XNLI,NYSE LIFFE
XNMS,NASDAQ/NMS (GLOBAL MARKET)
XNYE,NEW YORK MERCANTILE EXCHANGE - OTC MARKETS
XNYL,NEW YORK MERCANTILE EXCHANGE - ENERGY MARKETS
XNYM,NEW YORK MERCANTILE EXCHANGE
XNYS,"NEW YORK STOCK EXCHANGE, INC."
XPBT,NASDAQ OMX FUTURES EXCHANGE
XPHL,NASDAQ OMX PHLX
XPHO,PHILADELPHIA OPTIONS EXCHANGE
XPOR,PORTAL
XPSX,NASDAQ OMX PSX
XPUS,"XP INVESTMENTS US, LLC"
XSEF,"SWAPEX, LLC"
XSTM,FIDELITY CROSSSTREAM ATS
XTRD,XTRD
XTXD,XTX DIRECT
YKNA,"COMHAR CAPITAL MARKETS, LLC - US EQUITIES"
ZERO,ZERO HASH
BVUR,BOLSA ELECTRONICA DE VALORES DEL URUGUAY
UFEX,UFEX
XMNT,BOLSA DE VALORES DE MONTEVIDEO
XCET,UZBEK COMMODITY EXCHANGE
XCUE,UZBEKISTAN REPUBLICAN CURRENCY EXCHANGE
XKCE,KHOREZM INTERREGION COMMODITY EXCHANGE
XSTE,REPUBLICAN STOCK EXCHANGE
XUNI,UNIVERSAL BROKER'S EXCHANGE 'TASHKENT'
GXMA,GX MARKETCENTER
POTC,PACIFIC OTC
BVCA,CARACAS STOCK EXCHANGE
HSTC,HANOI STOCK EXCHANGE
XHNF,HANOI STOCK EXCHANGE - DERIVATIVES
XHNX,HANOI STOCK EXCHANGE (UNLISTED PUBLIC COMPANY TRADING PLATFORM)
XSTC,HOCHIMINH STOCK EXCHANGE
XLUS,LUSAKA STOCK EXCHANGE
VFEX,VICTORIA FALLS STOCK EXCHANGE
XZIM,ZIMBABWE STOCK EXCHANGE
BILT,OFF-EXCHANGE TRANSACTIONS - LISTED AND UNLISTED INSTRUMENTS
XOFF,OFF-EXCHANGE TRANSACTIONS - LISTED INSTRUMENTS
XXXX,NO MARKET (E.G. UNLISTED)
